iter	Logloss
258	0.05577729089
259	0.05551234313
260	0.05499250889
261	0.05462570872
262	0.05409547601
263	0.05373168332
264	0.05346247128
265	0.05291253158
266	0.05274037293
267	0.05237662792
268	0.05223956449
269	0.0518770831
270	0.05151920319
271	0.05131503514
272	0.05088102477
273	0.05062212944
274	0.05034404142
275	0.05009126663
276	0.0497173139
277	0.04930152893
278	0.04897636686
279	0.0486281429
280	0.04826174464
281	0.04794129304
282	0.04751934665
283	0.04726192611
284	0.04697234971
285	0.04661789281
286	0.04640547548
287	0.04609206745
288	0.0457781383
289	0.04539326259
290	0.04519258227
291	0.04500405448
292	0.04463095665
293	0.04431099892
294	0.04410834312
295	0.04364921025
296	0.04337887423
297	0.04307899475
298	0.04280165945
299	0.04244458335
300	0.04199584212
301	0.04182568278
302	0.04156205314
303	0.04140409061
304	0.04113465037
305	0.04090186187
306	0.04063329697
307	0.04039764064
308	0.04017050947
309	0.03998470647
310	0.03977256502
311	0.0394701004
312	0.03927771705
313	0.03903226171
314	0.03883906773
315	0.03845829282
316	0.03804402351
317	0.03783516884
318	0.03762814658
319	0.03747546332
320	0.03719966752
321	0.03694078582
322	0.03663785117
323	0.03627984864
324	0.03604039465
325	0.03584870952
326	0.03567030089
327	0.03542388507
328	0.03528111322
329	0.03509546689
330	0.03491858074
331	0.03473382337
332	0.03455119133
333	0.03444613729
334	0.03435054507
335	0.03406029769
336	0.03384593896
337	0.03361783028
338	0.03342226914
339	0.03318605082
340	0.03299324853
341	0.03280029637
342	0.03262759617
343	0.03248838697
344	0.0323074443
345	0.03212464196
346	0.03189494269
347	0.03167321001
348	0.03149699824
349	0.03130401203
350	0.03107347148
351	0.03092027392
352	0.03079543114
353	0.03061908994
354	0.03051295621
355	0.03041992869
356	0.03028526987
357	0.03015928268
358	0.03012962001
359	0.02996748516
360	0.02973536083
361	0.02963187354
362	0.02946959223
363	0.02934406825
364	0.02924759388
365	0.02911323139
366	0.02899903229
367	0.02881499699
368	0.02867618288
369	0.02861527715
370	0.02850801945
371	0.0283760156
372	0.02825627157
373	0.02815480573
374	0.02803372485
375	0.02793849366
376	0.02775853021
377	0.02760512318
378	0.02747024468
379	0.02737456049
380	0.02729655845
381	0.02711971317
382	0.02701832737
383	0.02699106932
384	0.02683229106
385	0.0267043284
386	0.0265837431
387	0.02634832518
388	0.02615008524
389	0.02604308299
390	0.02598085403
391	0.02589752334
392	0.02577919449
393	0.02563302347
394	0.02549443415
395	0.02546977145
396	0.02541197709
397	0.02535366331
398	0.02524969407
399	0.0251349364
400	0.02502460139
401	0.02487381526
402	0.02474682672
403	0.0246106829
404	0.02451059989
405	0.02434436934
406	0.02432714871
407	0.02421864441
408	0.02408509254
409	0.02392634324
410	0.0238278968
411	0.02370089974
412	0.02359107562
413	0.02349942412
414	0.02338699954
415	0.02329990864
416	0.02315952097
417	0.02306532519
418	0.0229604687
419	0.02283079965
420	0.02270611014
421	0.02255565098
422	0.02245819739
423	0.02234617812
424	0.0222233619
425	0.02206429754
426	0.02201977798
427	0.02189634357
428	0.0218103511
429	0.02170787539
430	0.02162288257
431	0.02153357778
432	0.02148039341
433	0.02137991871
434	0.02132645675
435	0.02122248922
436	0.02107646806
437	0.02096715484
438	0.02089213984
439	0.02086806638
440	0.02074340071
441	0.0206286209
442	0.02052950178
443	0.02048868622
444	0.02041719641
445	0.02035461153
446	0.02026315757
447	0.02015240192
448	0.02008498566
449	0.02001359122
450	0.0199382816
451	0.01986012459
452	0.0197585719
453	0.01972221477
454	0.01966184548
455	0.01956212521
456	0.01954053129
457	0.0194678528
458	0.01937952382
459	0.0192933321
460	0.01918949911
461	0.01909173216
462	0.01906643765
463	0.019024086
464	0.01897940295
465	0.01889637368
466	0.0188176087
467	0.01876531499
468	0.01871719871
469	0.01865122489
470	0.01857357366
471	0.01850088324
472	0.01848741599
473	0.01844040837
474	0.01837046487
475	0.0182958637
476	0.01818802868
477	0.01808362007
478	0.01800920793
479	0.01793711185
480	0.01786931413
481	0.01779891763
482	0.01771582535
483	0.01765269722
484	0.01759060451
485	0.01754973275
486	0.01751382521
487	0.01744021858
488	0.01738472325
489	0.01731025832
490	0.01725939512
491	0.01721471378
492	0.0171421017
493	0.01706216676
494	0.01697629179
495	0.01693176201
496	0.01686677081
497	0.01680511577
498	0.01669114828
499	0.01665559326
500	0.01663339479
501	0.01658711433
502	0.01655694757
503	0.01651790142
504	0.01644370386
505	0.0163744075
506	0.01631990501
507	0.01628584181
508	0.01625666618
509	0.01617061581
510	0.01611387559
511	0.01608326094
512	0.01602369036
513	0.01597409589
514	0.01591789382
515	0.01586977925
516	0.01581440653
517	0.01577660356
518	0.0157259873
519	0.01566850798
520	0.01561610358
521	0.01554709843
522	0.01549270834
523	0.01546083859
524	0.01542043175
525	0.01539314815
526	0.01535308702
527	0.01532189676
528	0.01526170118
529	0.01520324775
530	0.01513661146
531	0.01509466342
532	0.01503033979
533	0.0149898495
534	0.01497757094
535	0.01495298999
536	0.01494626658
537	0.01488470691
538	0.01487385716
539	0.01479574272
540	0.01474808965
541	0.01469786508
542	0.01462370668
543	0.01458890608
544	0.01454114914
545	0.01449351992
546	0.01446363756
547	0.01439182758
548	0.01434293474
549	0.0143035531
550	0.0142768383
551	0.01421898093
552	0.01417591487
553	0.01413893274
554	0.01409628902
555	0.0140723535
556	0.01406115208
557	0.0140167645
558	0.01400343691
559	0.0139416303
560	0.01389325261
561	0.01386418087
562	0.01380163687
563	0.01376327191
564	0.01370068192
565	0.0136776873
566	0.0136223197
567	0.01358969297
568	0.01355450239
569	0.0135177442
570	0.01349455203
571	0.01339824881
572	0.01334747757
573	0.01333122339
574	0.01331680076
575	0.01327404295
576	0.01323872294
577	0.01318947247
578	0.01315621649
579	0.01313625574
580	0.01310959884
581	0.01307738934
582	0.01303373149
583	0.01300042527
584	0.01298528399
585	0.01294441393
586	0.01290706226
587	0.01286341803
588	0.01283458642
589	0.01278638414
590	0.01272347144
591	0.01268037898
592	0.01266914691
593	0.01263924071
594	0.01260002085
595	0.01255766749
596	0.01251305512
597	0.01248729229
598	0.01246595553
599	0.0124231611
600	0.01237819195
601	0.01232778004
602	0.01225180796
603	0.01221500635
604	0.01215831723
605	0.01211735266
606	0.01207190497
607	0.01206175429
608	0.01201770306
609	0.01198797056
610	0.0119661774
611	0.01192647559
612	0.01187319926
613	0.01182740756
614	0.01180464455
615	0.0117848243
616	0.01176206555
617	0.0117184954
618	0.01167784248
619	0.01164130483
620	0.0116210665
621	0.01157931685
622	0.01155449493
623	0.01153550148
624	0.01148300767
625	0.01144521492
626	0.01142605032
627	0.0114002347
628	0.01137777567
629	0.01135074071
630	0.01131826043
631	0.01130138636
632	0.01125332373
633	0.01121498346
634	0.0111958938
635	0.0111571925
636	0.01112421581
637	0.01109425
638	0.01107202002
639	0.01100930146
640	0.01098832403
641	0.01095071435
642	0.0109106745
643	0.01088741762
644	0.01087177481
645	0.01084263495
646	0.01082708665
647	0.01079166276
648	0.0107699837
649	0.01074377469
650	0.01070400647
651	0.01067904745
652	0.01064021758
653	0.01061656049
654	0.01060676234
655	0.01060312901
656	0.01058187655
657	0.01057698386
658	0.0105542251
659	0.01053471565
660	0.0105058934
661	0.01049889582
662	0.01048040475
663	0.01046606302
664	0.01044606652
665	0.01042325582
666	0.01040425982
667	0.01038634181
668	0.01036876099
669	0.01033807141
670	0.0103262995
671	0.01030235716
672	0.01028307676
673	0.01025074039
674	0.01024410895
675	0.01022101385
676	0.01021014282
677	0.01019534554
678	0.01016076974
679	0.01013789347
680	0.01012515937
681	0.01010743294
682	0.01007013662
683	0.01003694364
684	0.01001792039
685	0.01000692163
686	0.009988036326
687	0.009959955726
688	0.009945303202
689	0.009922720705
690	0.009900161198
691	0.009868391071
692	0.009868393626
693	0.009851127863
694	0.009840703011
695	0.009838317122
696	0.009834354264
697	0.009813953297
698	0.009807647126
699	0.009783822298
700	0.009761584657
701	0.009738145556
702	0.009731239932
703	0.009721341303
704	0.009714901447
705	0.009682198933
706	0.009674225535
707	0.00965729441
708	0.009630858898
709	0.009603938035
710	0.009575796979
711	0.009570523671
712	0.009543662412
713	0.009534020083
714	0.00950981038
715	0.009478642259
716	0.009442349843
717	0.009423304456
718	0.009375283548
719	0.009351986647
720	0.009343670947
721	0.009323073285
722	0.009297406673
723	0.009261427607
724	0.009246184996
725	0.009244949477
726	0.009228128195
727	0.009201412542
728	0.009191178424
729	0.009171807766
730	0.009143428292
731	0.009102796657
732	0.009078713826
733	0.009055915901
734	0.009031994002
735	0.008991260188
736	0.008960615737
737	0.008957738536
738	0.008942791394
739	0.008930982011
740	0.008906527928
741	0.008887873377
742	0.008887881041
743	0.008865899699
744	0.008834043571
745	0.008808653695
746	0.008797008651
747	0.008776349681
748	0.008765053749
749	0.008742998328
750	0.00874067034
751	0.008734273911
752	0.008711655651
753	0.00868017418
754	0.008660895484
755	0.00864399927
756	0.008614717211
757	0.008595551763
758	0.008578027998
759	0.00857358064
760	0.008554893732
761	0.00854107993
762	0.008519279957
763	0.008485662086
764	0.008474458967
765	0.008453665461
766	0.008438311304
767	0.008409525667
768	0.008391773701
769	0.008374934537
770	0.008363916193
771	0.008334095137
772	0.008315126385
773	0.008312342848
774	0.008309539727
775	0.008287123271
776	0.008275290898
777	0.008272918633
778	0.008258179256
779	0.008234941959
780	0.008217959745
781	0.008210687978
782	0.008191714968
783	0.008179460253
784	0.008168600287
785	0.008138130392
786	0.00812702179
787	0.008106946945
788	0.00808560167
789	0.008072435004
790	0.008054395233
791	0.008034939425
792	0.008017453126
793	0.007990407944
794	0.007958400249
795	0.007947483233
796	0.007934035574
797	0.007923192637
798	0.007902676719
799	0.007902465548
